aspect,category,term,count,rank
"Methods or actions of Suicide, Self Harm or harming others",Mass Killing,mass,2,2
"Methods or actions of Suicide, Self Harm or harming others",Mass Killing,and,1,3
"Methods or actions of Suicide, Self Harm or harming others",Mass Killing,bring,1,4
"Methods or actions of Suicide, Self Harm or harming others",Mass Killing,crowd,1,5
"Methods or actions of Suicide, Self Harm or harming others",Mass Killing,gun,1,6
"Methods or actions of Suicide, Self Harm or harming others",Mass Killing,largest,1,7
"Methods or actions of Suicide, Self Harm or harming others",Mass Killing,machine,1,8
"Methods or actions of Suicide, Self Harm or harming others",Mass Killing,man,1,9
"Methods or actions of Suicide, Self Harm or harming others",Mass Killing,school,1,10
"Methods or actions of Suicide, Self Harm or harming others",Mass Shootings,school,1,1
"Methods or actions of Suicide, Self Harm or harming others",Mass Shootings,shoot,1,2
"Methods or actions of Suicide, Self Harm or harming others",Mass Shootings,up,1,3
"Methods or actions of Suicide, Self Harm or harming others",Mass Violence,mass,1,1
"Methods or actions of Suicide, Self Harm or harming others",Mass Violence,shoot,1,2
"Methods or actions of Suicide, Self Harm or harming others",Massacre,columbine,1,1
"Methods or actions of Suicide, Self Harm or harming others",Massacre,massacre,1,2
"Methods or actions of Suicide, Self Harm or harming others",Massacre,style,1,3
"Methods or actions of Suicide, Self Harm or harming others",Medical Refusal,my,9,1
"Methods or actions of Suicide, Self Harm or harming others",Medical Refusal,die,4,2
"Methods or actions of Suicide, Self Harm or harming others",Medical Refusal,in,4,3
"Methods or actions of Suicide, Self Harm or harming others",Medical Refusal,by,3,4
"Methods or actions of Suicide, Self Harm or harming others",Medical Refusal,fire,3,5
"Methods or actions of Suicide, Self Harm or harming others",Medical Refusal,myself,3,6
"Methods or actions of Suicide, Self Harm or harming others",Medical Refusal,to,3,7
"Methods or actions of Suicide, Self Harm or harming others",Medical Refusal,crash,2,8
"Methods or actions of Suicide, Self Harm or harming others",Medical Refusal,fail,2,9
"Methods or actions of Suicide, Self Harm or harming others",Medical Refusal,heart,2,10
"Methods or actions of Suicide, Self Harm or harming others",Mental Abuse,abusive,1,1
"Methods or actions of Suicide, Self Harm or harming others",Mental Abuse,even,1,2
"Methods or actions of Suicide, Self Harm or harming others",Mental Abuse,mentally,1,3
"Methods or actions of Suicide, Self Harm or harming others",Mental Abuse,physically,1,4
"Methods or actions of Suicide, Self Harm or harming others",Mental Abuse,sometime,1,5
"Methods or actions of Suicide, Self Harm or harming others",Mental Abuse,verbally,1,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm,my,30,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm,knife,14,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm,myself,12,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm,and,9,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm,wrist,8,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm,pill,7,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm,throat,7,7
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm,blade,6,8
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm,in,6,9
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm,slitt,6,10
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Self-Harm
Cutting and Scratching",blade,1,1
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Self-Harm
Starvation: Deliberate food deprivation",myself,1,1
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Self-Harm
Starvation: Deliberate food deprivation",starv,1,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm > Other Self-Harm Methods,advil,1,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others,my,2124,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others,myself,1687,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others,cut,1384,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others,self,867,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others,harm,854,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others,cutt,835,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others,the,803,7
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others,and,767,8
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others,wrist,555,9
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others,knife,481,10
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Self-Harm or harming others
Sub-category: Alcohol Abuse",alcohol,1,1
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Self-Harm or harming others
Sub-category: Substance Abuse",alcohol,1,1
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Self-Harm or harming others
Sub-category: Substance Abuse",drink,1,2
"Methods or actions of Suicide, Self Harm or harming others","Methods or actions of Self-Harm or harming others
Sub-category: Substance Abuse",heavy,1,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching,cut,8,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching,my,7,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching,cutt,4,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching,myself,4,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching,on,3,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching,wrist,3,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching,knife,2,7
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching,of,2,8
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching,the,2,9
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching,with,2,10
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching - Using sharp objects to injure skin,cut,4,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching - Using sharp objects to injure skin,myself,4,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching - Using sharp objects to injure skin,cutt,3,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching - Using sharp objects to injure skin,my,2,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching - Using sharp objects to injure skin,of,2,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching - Using sharp objects to injure skin,wrist,2,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching - Using sharp objects to injure skin,antifreeze,1,7
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching - Using sharp objects to injure skin,blade,1,8
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching - Using sharp objects to injure skin,deeply,1,9
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Cutting and Scratching - Using sharp objects to injure skin,harm,1,10
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - General,harm,1,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - General,self,1,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Hitting,band,1,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Hitting,bang,1,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Hitting,flick,1,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Hitting,go,1,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Hitting,head,1,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Hitting,my,1,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Hitting,myself,1,7
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Hitting,rubber,1,8
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Hitting,till,1,9
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Hitting,unconsciou,1,10
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Medical Refusal,my,2,1
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Medical Refusal,take,2,2
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Medical Refusal,blood,1,3
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Medical Refusal,check,1,4
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Medical Refusal,don,1,5
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Medical Refusal,medication,1,6
"Methods or actions of Suicide, Self Harm or harming others",Methods or actions of Self-Harm or harming others - Medical Refusal,or,1,7
